codigo,secao,tematica,pergunta,respostas
7.1,SEÇÃO 7 - ENCERRAMENTO,"Políticas públicas, gênero e cultura",Para finalizar: o que você acha que é mais valioso na sua atividade?,__________________________________________________________________________________; __________________________________________________________________________________; __________________________________________________________________________________
